user_id,count
1399,23
2866,23
2563,23
2566,23
2600,23
1416,23
1382,23
2871,23
3575,23
2568,23
1270,23
1387,23
2333,23
4053,23
2847,23
2648,23
4125,23
797,23
1852,23
2610,23
3166,23
3665,23
357,23
2622,23
2790,23
3899,23
3094,23
1374,23
2675,23
4002,23
1429,23
1147,23
2972,23
714,23
1807,23
3711,22
2570,22
1150,22
2588,22
2639,22
1600,22
2118,22
1804,22
1409,22
2710,22
3964,22
776,22
2965,22
2569,22
3179,22
2019,22
2585,22
1426,22
2512,22
1172,22
1590,22
1133,22
1148,22
325,22
3422,22
3086,22
2601,22
2095,22
3165,22
3700,22
3188,22
2341,22
1162,22
2555,22
987,22
1586,22
2811,22
1923,22
4114,22
3805,22
1384,22
3381,22
1869,22
25,22
2586,22
1601,22
1420,22
711,22
2922,22
3419,22
1496,22
3434,22
2085,22
346,22
1935,22
2552,22
1449,22
2635,22
2082,21
3678,21
1134,21
941,21
1204,21
3664,21
1115,21
2355,21
1526,21
32,21
1585,21
3704,21
3080,21
1541,21
4058,21
2928,21
3431,21
2584,21
935,21
713,21
2615,21
1966,21
2924,21
3690,21
1987,21
3934,21
2501,21
281,21
1209,21
4034,21
1391,21
2803,21
3707,21
2356,21
2946,21
2810,21
817,21
4075,21
2951,21
2469,21
2515,21
1607,21
2080,21
2574,21
2560,21
1824,21
2444,21
2120,21
2562,21
1436,21
1677,21
3073,21
1395,21
2200,21
2606,21
3831,21
783,21
3412,21
1434,21
4109,21
1520,21
3815,21
3886,21
338,21
1001,21
4072,21
3730,21
1616,21
1165,20
2614,20
1781,20
2959,20
819,20
2812,20
1606,20
2631,20
3898,20
3663,20
1167,20
1671,20
4047,20
3168,20
1140,20
3420,20
4029,20
3099,20
2667,20
2875,20
3890,20
4100,20
2567,20
2819,20
3000,20
1441,20
525,20
3903,20
3084,20
2833,20
2794,20
1359,20
1408,20
1983,20
3820,20
359,20
777,20
2079,20
1375,20
1431,20
1946,20
2573,20
3426,20
1452,20
3871,20
3356,20
1149,20
2879,20
3855,20
2261,20
3553,20
2902,20
2613,20
3414,20
3637,19
2038,19
1592,19
2386,19
3833,19
2603,19
3428,19
3768,19
3606,19
389,19
1512,19
2640,19
3673,19
1135,19
353,19
3941,19
937,19
2322,19
1495,19
3798,19
1378,19
3605,19
215,19
1143,19
4128,19
1593,19
3372,19
1851,19
1444,19
1198,19
1404,19
3774,19
1891,19
3433,19
1973,19
3069,19
3608,19
3435,19
3010,19
2647,19
3900,19
1160,19
1159,19
3508,19
3804,19
3963,19
2435,19
1927,19
3353,19
2564,19
948,19
236,19
4031,19
2350,19
187,19
2642,19
506,19
3766,19
3438,19
198,19
3045,18
1138,18
2078,18
3844,18
3405,18
3676,18
2592,18
2295,18
1385,18
1956,18
186,18
1721,18
3074,18
2513,18
2957,18
2477,18
3085,18
2531,18
2831,18
1146,18
2136,18
36,18
3032,18
2596,18
2715,18
3522,18
2701,18
3417,18
3601,18
2646,18
2498,18
3033,18
3868,18
342,18
908,18
2944,18
2578,18
1303,18
407,18
1151,18
2504,18
2433,18
2800,18
2571,18
2795,18
1698,18
189,18
3407,18
358,18
1982,18
2638,18
1940,18
3371,18
3756,18
3818,18
3155,18
2950,18
1574,18
2121,18
905,18
2438,18
3954,18
812,18
362,18
3839,18
3505,18
3693,18
1030,18
1410,18
2069,18
1705,18
1312,17
3416,17
3883,17
1970,17
3965,17
1624,17
1221,17
3507,17
2867,17
1112,17
3151,17
1546,17
1871,17
781,17
2920,17
2572,17
3777,17
252,17
3096,17
4107,17
3793,17
3785,17
2040,17
3496,17
259,17
3082,17
1305,17
2604,17
4032,17
341,17
1861,17
3810,17
2609,17
1373,17
3515,17
2256,17
1372,17
2026,17
4113,17
4042,17
1626,17
3357,17
1451,17
3672,17
1858,17
3945,17
1154,17
1628,17
3632,17
3540,17
1746,17
1152,17
3796,17
3635,17
264,17
1881,17
2802,17
2096,17
3077,17
723,17
3866,17
2251,17
3666,17
4040,17
1937,17
1170,17
1519,17
3822,17
775,17
405,16
1584,16
1454,16
319,16
2101,16
3889,16
4052,16
1548,16
1964,16
2505,16
3150,16
2589,16
2339,16
237,16
1800,16
1876,16
3491,16
1638,16
3862,16
316,16
1137,16
1591,16
1805,16
2919,16
1326,16
2855,16
1251,16
3009,16
530,16
1967,16
3739,16
1942,16
2594,16
4073,16
2064,16
710,16
22,16
2595,16
3770,16
1235,16
2254,16
2337,16
3971,16
247,16
2352,16
2487,16
1461,16
4117,16
3442,16
2229,16
257,16
3499,16
3764,16
3814,16
2840,16
2630,16
2649,16
1028,16
1706,16
3423,16
2599,16
3498,16
2417,16
3060,16
1538,16
3095,16
2636,16
1562,16
2234,16
844,16
3834,16
1181,16
1543,15
1639,15
360,15
2895,15
1912,15
240,15
2838,15
946,15
3677,15
1521,15
2706,15
3029,15
1435,15
1951,15
621,15
2324,15
3124,15
1522,15
3827,15
2429,15
3002,15
3148,15
329,15
245,15
3969,15
2253,15
1567,15
2260,15
3395,15
3123,15
3205,15
2264,15
1678,15
1866,15
1544,15
2807,15
1760,15
1144,15
2758,15
2995,15
3083,15
3489,15
3816,15
2891,15
361,15
1527,15
406,15
2583,15
1888,15
2908,15
3465,15
2796,15
251,15
3351,15
3789,15
2485,15
2837,15
728,15
2633,15
28,15
3500,15
1971,15
3645,15
1310,15
3494,15
3191,15
1136,15
3967,15
3579,15
367,15
1462,15
408,15
720,15
2905,15
2086,15
3882,15
3791,15
3376,15
3685,15
3845,15
2872,15
3775,15
2482,15
3048,15
339,15
2832,15
712,15
1324,15
2713,15
3192,15
3629,15
3751,15
393,15
2142,15
716,15
1830,15
3836,15
3154,15
3765,15
2605,15
2868,15
