user_id,item_id,score,user_id_pair,pos,fake
48,8653,1,[4149],[1.0],0
4631,4049,1,[503],[-1.0],1
4626,8351,1,[42],[-1.0],1
4352,8811,1,[426],[1.0],1
4420,13991,1,[100],[-1.0],1
1,13559,1,[4659],[1.0],0
4923,7187,0,[2768],[1.0],1
4132,8715,0,[593],[-1.0],1
5636,7428,0,[164],[-1.0],1
2392,5515,1,[5467],[1.0],0
2236,5465,1,[5140],[-1.0],0
19,9900,1,[6378],[-1.0],0
466,2997,1,[4717],[-1.0],0
746,8806,0,[4378],[-1.0],0
4381,6330,1,[2279],[1.0],1
470,14977,1,[4293],[1.0],0
147,10346,0,[4475],[1.0],0
4546,10255,1,[86],[-1.0],1
4340,16463,0,[116],[-1.0],1
2535,8418,0,[4724],[-1.0],0
1064,16522,0,[5074],[-1.0],0
4190,2989,1,[97],[1.0],1
1046,8560,1,[4872],[-1.0],0
694,5632,0,[4210],[1.0],0
4524,16500,1,[501],[-1.0],1
4515,8242,1,[454],[1.0],1
463,1505,1,[4668],[1.0],0
64,54,1,[4547],[1.0],0
6434,14686,1,[2645],[-1.0],1
2774,12744,1,[5790],[1.0],0
4907,15275,1,[477],[-1.0],1
815,17307,0,[5433],[-1.0],0
6135,8329,0,[3053],[-1.0],1
5640,10018,1,[166],[1.0],1
3042,10225,1,[6340],[-1.0],0
1003,1465,1,[6467],[-1.0],0
14,13464,0,[4456],[-1.0],0
85,9458,1,[4206],[-1.0],0
5240,11431,0,[3586],[-1.0],1
4377,5327,1,[124],[-1.0],1
4277,16105,1,[449],[-1.0],1
1040,1310,1,[4799],[1.0],0
142,6137,0,[5077],[-1.0],0
4584,1921,1,[484],[-1.0],1
4320,14241,0,[75],[-1.0],1
830,7923,1,[4941],[-1.0],0
468,15728,1,[4251],[1.0],0
4331,8126,1,[511],[-1.0],1
1995,13105,0,[5372],[-1.0],0
469,15025,1,[4627],[1.0],0
5298,13003,0,[3853],[1.0],1
4481,12162,0,[1042],[-1.0],1
105,7627,1,[4453],[1.0],0
5944,12356,1,[221],[1.0],1
6515,38,0,[319],[-1.0],1
4310,13050,1,[2183],[1.0],1
2826,12006,1,[4774],[1.0],0
1065,16466,0,[5643],[-1.0],0
108,1331,1,[4218],[-1.0],0
4562,1951,1,[433],[-1.0],1
4411,8249,1,[446],[-1.0],1
6251,14668,1,[3963],[-1.0],1
121,7870,1,[5029],[1.0],0
4504,4381,1,[490],[-1.0],1
4379,14633,0,[1916],[1.0],1
4233,1650,1,[194],[-1.0],1
5033,12484,0,[3064],[-1.0],1
883,14941,1,[4470],[1.0],0
4465,17128,0,[152],[1.0],1
5384,5758,0,[575],[-1.0],1
432,15255,1,[4433],[-1.0],0
4232,12104,1,[886],[1.0],1
4232,14796,1,[886],[1.0],1
96,8999,1,[4772],[1.0],0
126,2824,1,[4338],[1.0],0
4529,10443,1,[901],[-1.0],1
208,13425,1,[4174],[1.0],0
2276,5738,1,[4773],[1.0],0
5761,16046,1,[1399],[-1.0],1
2057,3880,1,[4517],[1.0],0
5416,12141,1,[2400],[-1.0],1
507,7457,0,[4439],[1.0],0
4903,7384,0,[521],[-1.0],1
4905,2036,0,[479],[1.0],1
61,13499,0,[4192],[-1.0],0
4372,5976,0,[51],[1.0],1
4772,9099,1,[96],[-1.0],1
550,5566,1,[4809],[-1.0],0
6344,8094,0,[1923],[1.0],1
4358,2970,1,[465],[-1.0],1
1118,7388,1,[4464],[1.0],0
925,11385,1,[4884],[1.0],0
5802,9695,1,[651],[1.0],1
9,14500,0,[4287],[1.0],0
460,2530,1,[4567],[1.0],0
4902,745,0,[899],[1.0],1
2813,13291,0,[4496],[-1.0],0
632,8669,0,[6016],[1.0],0
4192,3860,1,[61],[1.0],1
427,8198,1,[4238],[1.0],0
118,14699,1,[4833],[1.0],0
4817,5559,1,[598],[1.0],1
2000,8291,0,[4755],[-1.0],0
151,13178,1,[5010],[-1.0],0
1012,15524,1,[4446],[1.0],0
1020,15164,1,[4523],[-1.0],0
1561,5050,0,[4363],[-1.0],0
76,1995,1,[4416],[1.0],0
143,17055,1,[4849],[1.0],0
4904,5642,1,[2212],[-1.0],1
453,14331,1,[4560],[1.0],0
3554,12206,1,[5867],[1.0],0
4610,4040,1,[46],[-1.0],1
123,518,1,[4396],[-1.0],0
4947,6951,0,[52],[-1.0],1
4719,3104,1,[1594],[-1.0],1
192,1153,1,[4804],[1.0],0
481,2751,0,[4139],[1.0],0
5030,2393,0,[502],[-1.0],1
5111,13028,1,[2301],[1.0],1
876,11462,0,[4425],[1.0],0
113,8019,1,[4699],[1.0],0
4218,13063,1,[108],[1.0],1
539,5497,1,[5712],[1.0],0
743,11983,0,[4712],[-1.0],0
107,8821,1,[4393],[1.0],0
4547,54,1,[64],[-1.0],1
433,4149,1,[4562],[1.0],0
2008,5634,1,[5000],[1.0],0
50,2996,1,[4147],[-1.0],0
5284,9452,0,[308],[1.0],1
4244,8291,1,[897],[-1.0],1
4148,4508,0,[106],[1.0],1
6008,16484,1,[806],[1.0],1
181,9781,1,[4887],[1.0],0
4717,16402,1,[466],[1.0],1
5349,7458,0,[2502],[1.0],1
4490,14536,1,[16],[-1.0],1
4339,155,1,[487],[-1.0],1
104,2457,0,[4369],[1.0],0
477,10828,1,[4907],[1.0],0
4220,7363,1,[49],[-1.0],1
4194,12917,1,[456],[1.0],1
4595,5500,1,[540],[1.0],1
6331,2876,0,[1589],[1.0],1
1018,11216,0,[4332],[1.0],0
1003,1539,1,[6467],[-1.0],0
4289,12109,0,[80],[1.0],1
4513,14824,1,[8],[1.0],1
5430,9855,1,[653],[-1.0],1
4179,2749,1,[491],[-1.0],1
4407,5838,1,[295],[-1.0],1
2769,12481,1,[4936],[-1.0],0
6156,13021,1,[3884],[1.0],1
4461,9678,1,[699],[1.0],1
3895,13009,1,[5839],[1.0],0
4194,3287,1,[456],[1.0],1
4378,7526,1,[746],[1.0],1
291,16810,0,[4459],[-1.0],0
170,2177,1,[5037],[-1.0],0
115,1297,1,[4768],[1.0],0
5094,8727,0,[695],[1.0],1
6180,9261,1,[2331],[-1.0],1
1971,13363,0,[6444],[-1.0],0
5389,12338,1,[829],[-1.0],1
4327,13994,1,[84],[1.0],1
4212,14032,0,[471],[-1.0],1
2604,5444,1,[6034],[1.0],0
508,7228,1,[4894],[1.0],0
4993,15794,1,[2075],[-1.0],1
5838,7465,1,[2408],[-1.0],1
912,8340,0,[4994],[-1.0],0
489,2748,1,[4632],[1.0],0
291,16677,0,[4459],[-1.0],0
6020,9250,0,[3412],[1.0],1
5408,11958,0,[2493],[1.0],1
754,8642,0,[4561],[1.0],0
4583,1505,1,[669],[1.0],1
291,16710,1,[4459],[-1.0],0
4504,383,1,[490],[-1.0],1
4422,12339,1,[834],[-1.0],1
4315,3229,1,[6],[-1.0],1
114,8305,1,[4195],[1.0],0
4743,9256,1,[768],[1.0],1
1339,3105,0,[5243],[-1.0],0
4219,260,0,[177],[-1.0],1
6105,16020,0,[1388],[-1.0],1
4159,14270,1,[475],[-1.0],1
4339,8834,1,[487],[-1.0],1
285,11824,1,[4495],[1.0],0
4548,11945,0,[2845],[1.0],1
4543,11268,1,[1048],[1.0],1
4274,5590,0,[926],[-1.0],1
4696,6871,0,[47],[-1.0],1
4133,14683,0,[127],[1.0],1
895,8510,1,[4640],[1.0],0
4326,13418,1,[88],[-1.0],1
889,7696,1,[5395],[1.0],0
5217,12001,0,[2827],[1.0],1
123,9039,0,[4396],[-1.0],0
4161,325,0,[480],[-1.0],1
3015,10221,1,[4629],[1.0],0
135,10264,1,[4235],[1.0],0
139,7637,1,[4510],[1.0],0
5629,6068,1,[759],[-1.0],1
67,12353,1,[4222],[1.0],0
475,8641,1,[4159],[1.0],0
4394,8243,1,[457],[-1.0],1
824,17481,0,[6069],[-1.0],0
441,2128,1,[4683],[1.0],0
4784,14791,1,[3602],[1.0],1
492,17575,1,[4150],[1.0],0
42,13048,1,[4626],[1.0],0
5766,16092,1,[3627],[-1.0],1
508,7714,0,[4894],[1.0],0
426,5,1,[4352],[-1.0],0
4651,7719,0,[455],[-1.0],1
5304,3013,1,[287],[-1.0],1
473,13658,0,[4201],[1.0],0
1009,15161,1,[5052],[-1.0],0
5860,2014,1,[704],[-1.0],1
4699,13672,1,[113],[-1.0],1
4945,14505,0,[957],[-1.0],1
886,15204,0,[4232],[-1.0],0
1994,15530,1,[4798],[-1.0],0
1618,5586,1,[4598],[-1.0],0
2429,5605,0,[6445],[-1.0],0
4505,13471,0,[56],[1.0],1
5774,2897,0,[1581],[1.0],1
5416,12322,0,[2400],[-1.0],1
3628,15956,1,[5581],[-1.0],0
4335,16279,0,[83],[-1.0],1
5505,11998,0,[2097],[1.0],1
4000,15353,0,[4825],[-1.0],0
134,679,1,[4935],[1.0],0
1049,14721,0,[4403],[1.0],0
4148,13172,0,[106],[1.0],1
3583,15913,1,[5739],[1.0],0
2148,6301,0,[4861],[1.0],0
4419,13803,1,[101],[-1.0],1
920,14585,0,[4356],[1.0],0
3138,11732,0,[4770],[-1.0],0
469,15743,0,[4627],[1.0],0
4304,4932,0,[1991],[1.0],1
4137,7940,1,[55],[-1.0],1
4565,10263,1,[294],[-1.0],1
3492,12164,0,[5673],[1.0],0
4699,7982,0,[113],[-1.0],1
4445,4010,1,[37],[-1.0],1
451,16542,1,[4694],[1.0],0
5067,12060,1,[788],[1.0],1
6161,12101,1,[2411],[-1.0],1
4396,2187,1,[123],[1.0],1
1341,5633,0,[4864],[-1.0],0
631,7964,1,[6263],[1.0],0
102,5138,0,[4298],[-1.0],0
4807,13675,0,[112],[1.0],1
5046,14688,1,[1529],[-1.0],1
5709,5722,0,[562],[1.0],1
619,245,1,[4168],[-1.0],0
4930,2024,0,[57],[-1.0],1
586,5545,1,[4346],[1.0],0
4396,2757,1,[123],[1.0],1
2084,8151,0,[5865],[1.0],0
5150,7868,0,[1490],[1.0],1
2280,7884,0,[4559],[1.0],0
4507,16559,0,[956],[-1.0],1
4214,7676,0,[512],[-1.0],1
3704,12041,1,[6271],[1.0],0
483,14677,0,[4153],[-1.0],0
2136,8785,1,[6088],[-1.0],0
267,1360,1,[5346],[1.0],0
4202,12322,0,[3139],[-1.0],1
2447,9273,1,[5693],[1.0],0
4325,1021,1,[445],[1.0],1
5169,9886,1,[1889],[-1.0],1
472,6402,1,[4387],[1.0],0
4686,1304,0,[482],[-1.0],1
2216,5712,0,[5338],[1.0],0
1336,8301,0,[4859],[-1.0],0
2677,6290,0,[6123],[-1.0],0
4563,15808,1,[72],[-1.0],1
4260,4468,0,[425],[-1.0],1
5289,2081,0,[1468],[1.0],1
4814,5571,0,[2457],[-1.0],1
146,14415,0,[5525],[-1.0],0
4246,10874,0,[1353],[-1.0],1
1342,15397,1,[4182],[-1.0],0
52,12324,0,[4947],[1.0],0
125,14871,0,[4575],[1.0],0
485,8318,1,[4271],[1.0],0
2970,15655,1,[5413],[1.0],0
5119,9527,0,[182],[1.0],1
196,9610,1,[4735],[1.0],0
681,7534,0,[5162],[-1.0],0
4350,15168,1,[447],[-1.0],1
461,2511,1,[4778],[1.0],0
101,4656,1,[4419],[1.0],0
4453,9180,0,[105],[-1.0],1
1889,6054,0,[5169],[1.0],0
4221,2188,0,[98],[-1.0],1
434,7876,1,[5045],[1.0],0
6573,14727,0,[4128],[1.0],1
4932,16708,1,[300],[-1.0],1
4419,4937,1,[101],[-1.0],1
467,13393,0,[4301],[1.0],0
6090,10343,0,[2405],[1.0],1
548,7725,0,[4650],[1.0],0
64,3895,1,[4547],[1.0],0
4266,13034,1,[1230],[-1.0],1
2720,12159,1,[4591],[1.0],0
46,6482,1,[4610],[1.0],0
5054,5761,1,[2247],[-1.0],1
4348,3952,1,[59],[-1.0],1
4603,1102,0,[1033],[-1.0],1
83,15222,1,[4335],[1.0],0
4195,3415,0,[114],[-1.0],1
5216,11968,0,[2817],[1.0],1
2030,16595,0,[5490],[1.0],0
4905,8713,1,[479],[1.0],1
1894,7416,1,[5656],[1.0],0
4358,8831,1,[465],[-1.0],1
4507,16558,0,[956],[-1.0],1
4778,8343,1,[461],[-1.0],1
275,8529,1,[4757],[1.0],0
4687,5563,1,[612],[1.0],1
472,8327,1,[4387],[1.0],0
5208,9714,0,[599],[1.0],1
64,14739,1,[4547],[1.0],0
494,11902,1,[4628],[1.0],0
5229,16485,0,[1870],[1.0],1
4193,8306,1,[464],[-1.0],1
64,11706,1,[4547],[1.0],0
843,1255,0,[5892],[-1.0],0
68,11018,1,[4528],[1.0],0
4560,15863,1,[453],[-1.0],1
492,119,1,[4150],[1.0],0
616,5754,1,[4556],[1.0],0
521,10117,1,[4903],[1.0],0
2799,11941,1,[5757],[-1.0],0
5526,12506,1,[2300],[-1.0],1
46,7679,1,[4610],[1.0],0
4515,15357,0,[454],[1.0],1
4271,9453,1,[485],[-1.0],1
2479,5633,0,[5742],[1.0],0
76,13783,1,[4416],[1.0],0
2198,7461,1,[5215],[1.0],0
2496,12916,0,[5812],[1.0],0
5609,5626,0,[2235],[-1.0],1
1413,2004,1,[6154],[1.0],0
719,5463,0,[4249],[-1.0],0
12,3533,1,[4663],[-1.0],0
493,13675,1,[4409],[1.0],0
2217,14506,0,[5420],[-1.0],0
4125,15531,1,[5319],[1.0],0
5366,13149,0,[2201],[-1.0],1
104,16280,0,[4369],[1.0],0
4423,14417,0,[675],[1.0],1
4141,11446,1,[933],[1.0],1
488,14282,0,[4323],[1.0],0
4523,1089,1,[1020],[1.0],1
5451,9995,1,[677],[-1.0],1
4479,6320,1,[2221],[-1.0],1
5918,8823,0,[545],[-1.0],1
4367,12565,1,[138],[1.0],1
5118,1687,0,[53],[1.0],1
917,14614,1,[4891],[-1.0],0
4778,6414,1,[461],[-1.0],1
4816,11870,1,[293],[-1.0],1
132,16108,1,[4299],[1.0],0
1032,14830,1,[5532],[1.0],0
57,12512,1,[4930],[1.0],0
5580,1942,1,[660],[-1.0],1
4221,2461,1,[98],[-1.0],1
4639,6548,0,[595],[-1.0],1
4613,15921,1,[128],[-1.0],1
881,7528,0,[4985],[-1.0],0
5164,3653,0,[1354],[1.0],1
64,1021,1,[4547],[1.0],0
182,11903,1,[5119],[-1.0],0
4662,316,0,[609],[1.0],1
2774,6349,1,[5790],[1.0],0
671,7703,1,[4278],[1.0],0
157,9876,1,[4552],[1.0],0
2556,5526,1,[5920],[1.0],0
1174,13363,0,[4893],[1.0],0
4907,16269,1,[477],[-1.0],1
4699,7957,0,[113],[-1.0],1
5227,5599,1,[748],[-1.0],1
78,8944,1,[4160],[-1.0],0
4222,10969,1,[67],[-1.0],1
694,8826,0,[4210],[1.0],0
4694,7921,1,[451],[-1.0],1
2792,11431,0,[4173],[-1.0],0
222,9249,1,[4493],[-1.0],0
4932,7995,1,[300],[-1.0],1
3890,13098,1,[5591],[1.0],0
5401,6619,1,[615],[1.0],1
690,338,0,[4359],[1.0],0
523,14445,1,[4869],[1.0],0
4680,8336,1,[3360],[-1.0],1
654,9751,0,[4765],[1.0],0
521,14580,0,[4903],[1.0],0
4754,4015,0,[515],[1.0],1
6231,7083,1,[906],[1.0],1
4221,3962,1,[98],[-1.0],1
231,2594,0,[5316],[1.0],0
5562,1534,0,[1235],[1.0],1
4292,1661,1,[1017],[1.0],1
1173,5997,1,[5590],[1.0],0
5043,13787,1,[430],[-1.0],1
4496,12730,1,[2813],[1.0],1
1886,12116,1,[5485],[1.0],0
6590,5169,0,[1528],[-1.0],1
644,8488,1,[4913],[-1.0],0
2301,10045,0,[5111],[-1.0],0
941,2136,0,[5753],[-1.0],0
454,15397,1,[4515],[-1.0],0
508,8794,1,[4894],[1.0],0
4201,13715,0,[473],[-1.0],1
4546,4479,1,[86],[-1.0],1
4269,8786,1,[218],[1.0],1
93,12313,0,[4454],[1.0],0
2286,7724,1,[4395],[1.0],0
4527,7413,1,[1014],[1.0],1
4130,7793,0,[782],[-1.0],1
130,8022,0,[4324],[1.0],0
1106,2085,0,[5235],[-1.0],0
798,8487,1,[6201],[1.0],0
1065,15561,0,[5643],[-1.0],0
2931,7498,1,[5013],[1.0],0
4351,10413,1,[672],[-1.0],1
4671,15202,1,[1155],[-1.0],1
4810,13545,1,[87],[-1.0],1
149,14557,0,[4314],[1.0],0
4925,9199,0,[1328],[1.0],1
4546,7711,0,[86],[-1.0],1
486,16414,1,[4576],[1.0],0
4626,8321,1,[42],[-1.0],1
4216,6032,0,[91],[1.0],1
3630,15719,1,[5144],[-1.0],0
5006,16472,0,[971],[1.0],1
294,3069,1,[4565],[1.0],0
107,9681,1,[4393],[1.0],0
197,13983,1,[5089],[1.0],0
4592,16463,1,[70],[-1.0],1
4166,271,1,[154],[-1.0],1
454,10765,1,[4515],[-1.0],0
5037,7666,1,[170],[1.0],1
4285,6313,1,[89],[-1.0],1
5302,12984,0,[3778],[1.0],1
4523,1566,1,[1020],[1.0],1
1193,2491,0,[5910],[1.0],0
1111,12959,0,[4966],[-1.0],0
5906,8491,1,[666],[-1.0],1
5362,6846,0,[1116],[-1.0],1
523,12743,0,[4869],[1.0],0
208,1883,0,[4174],[1.0],0
6284,12097,0,[2509],[-1.0],1
1992,13985,1,[5237],[-1.0],0
515,12338,0,[4754],[-1.0],0
5728,5645,0,[2245],[-1.0],1
4780,16479,1,[190],[1.0],1
4528,2048,1,[68],[-1.0],1
5392,8741,0,[2147],[-1.0],1
4950,2727,1,[200],[1.0],1
2767,6560,0,[5282],[-1.0],0
4222,8799,1,[67],[-1.0],1
4488,10302,0,[148],[1.0],1
4878,12576,0,[753],[1.0],1
46,16395,1,[4610],[1.0],0
5185,5090,1,[79],[-1.0],1
523,9189,1,[4869],[1.0],0
2779,6170,1,[4437],[1.0],0
5627,8789,1,[2598],[-1.0],1
515,5997,1,[4754],[-1.0],0
5130,12140,1,[2299],[-1.0],1
4493,16704,0,[222],[1.0],1
680,5440,1,[5242],[1.0],0
105,36,1,[4453],[1.0],0
4330,988,1,[438],[-1.0],1
478,3686,1,[4187],[1.0],0
5729,14469,0,[1482],[-1.0],1
7,15729,0,[4474],[1.0],0
622,5558,1,[5128],[-1.0],0
473,7879,1,[4201],[1.0],0
4039,14970,1,[5850],[1.0],0
485,4021,1,[4271],[1.0],0
4696,9711,1,[47],[-1.0],1
4143,1136,1,[45],[1.0],1
4325,8810,1,[445],[1.0],1
83,2217,1,[4335],[1.0],0
750,5475,1,[4797],[-1.0],0
2961,14511,0,[5848],[-1.0],0
4613,4396,1,[128],[-1.0],1
924,15200,1,[5945],[1.0],0
3177,11728,1,[6009],[1.0],0
109,13981,1,[4678],[-1.0],0
499,9427,1,[4263],[1.0],0
4866,4558,1,[865],[-1.0],1
746,8661,1,[4378],[-1.0],0
918,15632,1,[5086],[-1.0],0
51,15862,0,[4372],[-1.0],0
4324,14339,0,[130],[-1.0],1
4147,7662,1,[50],[1.0],1
1006,1670,1,[5205],[1.0],0
5583,11618,1,[896],[1.0],1
2253,8166,1,[4564],[1.0],0
4858,10080,0,[659],[-1.0],1
1165,2987,1,[6397],[1.0],0
4327,16507,0,[84],[1.0],1
5045,14259,0,[434],[-1.0],1
5346,1023,1,[267],[-1.0],1
4854,8501,1,[683],[-1.0],1
21,9860,1,[6053],[1.0],0
6196,1178,1,[183],[-1.0],1
719,5538,0,[4249],[-1.0],0
208,1895,1,[4174],[1.0],0
2332,8041,0,[4417],[1.0],0
4650,5763,1,[548],[-1.0],1
2305,12103,1,[4739],[1.0],0
4816,11816,1,[293],[-1.0],1
200,8541,1,[4950],[-1.0],0
879,789,1,[4832],[-1.0],0
194,961,1,[4233],[1.0],0
540,5500,1,[4595],[-1.0],0
800,2142,1,[6246],[-1.0],0
4510,11988,1,[139],[-1.0],1
6410,13084,0,[3814],[1.0],1
117,3969,0,[4467],[-1.0],0
298,7981,1,[5014],[1.0],0
4190,5147,1,[97],[1.0],1
4659,6813,1,[1],[-1.0],1
462,16482,1,[4582],[1.0],0
1166,14845,0,[5687],[1.0],0
83,17449,1,[4335],[1.0],0
2827,7508,1,[5217],[-1.0],0
931,8489,1,[4302],[-1.0],0
4303,7874,1,[444],[-1.0],1
4434,1266,1,[1021],[-1.0],1
129,8790,1,[4231],[-1.0],0
4810,2754,1,[87],[-1.0],1
890,14823,1,[4297],[1.0],0
5895,6479,1,[1000],[-1.0],1
4741,12329,1,[1119],[-1.0],1
3446,9222,0,[6492],[-1.0],0
454,17412,1,[4515],[-1.0],0
1985,12595,1,[4910],[-1.0],0
487,8780,1,[4339],[1.0],0
6467,1428,0,[1003],[1.0],1
78,15225,1,[4160],[-1.0],0
40,6509,1,[5419],[1.0],0
1376,7741,0,[5426],[-1.0],0
6421,12699,1,[2905],[-1.0],1
78,1390,1,[4160],[-1.0],0
4467,1607,1,[117],[1.0],1
4182,14712,0,[1342],[1.0],1
5067,8051,0,[788],[1.0],1
124,12396,1,[4377],[1.0],0
4313,10335,1,[898],[-1.0],1
9,8787,1,[4287],[1.0],0
4592,13987,1,[70],[-1.0],1
5227,5708,1,[748],[-1.0],1
2372,7897,0,[5161],[-1.0],0
112,16489,0,[4807],[-1.0],0
5974,15313,0,[3109],[-1.0],1
5293,14331,1,[642],[-1.0],1
660,1942,1,[5580],[1.0],0
5163,7876,1,[2977],[-1.0],1
103,5169,1,[4383],[1.0],0
5,8533,1,[5355],[1.0],0
5551,13564,1,[1441],[-1.0],1
675,12067,1,[4423],[-1.0],0
